01   02   03   10   31   01
01   02   03   24   40   41
01   02   04   05   13   10
01   02   04   10   25   40
01   02   05   13   34   36
01   02   05   14   30   01     Revancha
01   02   05   16   23   11
01   02   05   21   35   12     Revancha
01   02   05   30   43   07     Revancha
01   02   06   15   29   38
01   02   07   08   20   26
01   02   08   09   17   35
01   02   08   15   24   34
01   02   08   34   36   01     Revancha
01   02   09   11   12   15
01   02   10   29   30   31
01   02   11   15   33   12
01   02   11   34   41   10
01   02   15   36   39   04
01   02   18   19   23   07     Revancha
01   02   18   29   31   40
01   02   19   32   37   39
01   02   20   31   43   08
01   02   22   29   42   16
01   02   25   31   33   14
01   02   33   34   41   10
01   03   04   18   28   34
01   03   05   07   27   30
01   03   05   08   13   36
01   03   05   18   24   28
01   03   06   18   20   16     Revancha
01   03   07   08   09   38
01   03   07   10   14   31
01   03   07   25   28   40
01   03   07   25   35   43
01   03   08   10   36   42
01   03   08   12   43   45
01   03   08   28   41   15
01   03   09   22   25   08     Revancha
01   03   11   27   34   36
01   03   12   15   23   09
01   03   12   17   24   45
01   03   17   23   32   16
01   03   18   25   27   29
01   03   18   27   32   43
01   03   22   27   39   42
01   03   26   33   34   10
01   03   36   39   40   06     Revancha
01   04   05   15   24   39
01   04   05   16   30   07
01   04   05   23   26   12     Revancha
01   04   05   29   33   11
01   04   06   11   32   41
01   04   06   12   22   10
01   04   06   13   19   24
01   04   08   11   36   09
01   04   08   14   41   03     Revancha
01   04   08   19   27   05
01   04   08   22   37   13
01   04   10   14   25   14     Revancha
01   04   10   16   25   15
01   04   12   13   14   31
01   04   12   13   33   13     Revancha
01   04   13   23   33   09
01   04   14   21   42   16
01   04   15   26   31   37
01   04   18   21   42   02
01   04   18   28   37   39
01   04   19   22   34   37
01   04   20   25   36   43
01   04   21   27   33   03
01   04   21   30   43   15
01   04   26   42   44   45
01   04   29   32   33   02
01   04   36   37   43   14     Revancha
01   05   06   08   27   14
01   05   06   13   26   06
01   05   08   14   40   08
01   05   08   17   30   15
01   05   08   20   29   13     Revancha
01   05   09   13   27   43
01   05   09   21   24   10     Revancha
01   05   09   29   42   08
01   05   10   12   21   41
01   05   12   16   27   35
01   05   12   16   28   35
01   05   12   22   33   40
01   05   13   19   21   28
01   05   13   22   23   12     Revancha
01   05   13   27   30   07
01   05   15   18   39   07     Revancha
01   05   15   30   40   13     Revancha
01   05   16   26   29   08     Revancha
01   05   18   38   41   10
01   06   07   09   12   42
01   06   07   14   27   44
01   06   07   20   33   37
01   06   08   18   22   40
01   06   08   18   24   34
01   06   09   12   13   33
01   06   11   17   31   33
01   06   12   18   36   09
01   06   12   40   42   02     Revancha
01   06   13   15   22   44
01   06   16   22   31   16
01   06   16   23   38   44
01   06   16   31   37   13     Revancha
01   06   17   18   34   37
01   06   17   26   35   06     Revancha
01   06   21   34   40   07     Revancha
01   06   24   33   43   08
01   06   25   28   30   45
01   07   09   13   14   36
01   07   09   31   40   13
01   07   10   11   22   30
01   07   10   25   27   02
01   07   11   16   23   03
01   07   12   19   21   08
01   07   12   26   43   14
01   07   12   32   43   01
01   07   14   35   43   12
01   07   15   16   40   42
01   07   15   19   35   42
01   07   19   22   34   03     Revancha
01   07   19   27   34   43
01   07   20   26   33   40
01   07   22   28   38   06
01   08   09   16   24   39
01   08   09   22   23   07     Revancha
01   08   09   27   35   41
01   08   10   12   40   16     Revancha
01   08   10   15   40   02     Revancha
01   08   10   19   22   27
01   08   12   13   42   05
01   08   12   14   30   07     Revancha
01   08   14   23   30   32
01   08   14   23   40   11
01   08   14   28   34   13
01   08   15   22   25   39
01   08   18   29   40   02     Revancha
01   08   19   29   40   07     Revancha
01   08   21   28   36   05     Revancha
01   08   21   29   35   06
01   08   21   30   34   40
01   08   21   33   39   44
01   08   21   34   35   10
01   09   10   13   27   08     Revancha
01   09   10   20   26   43
01   09   11   23   41   01     Revancha
01   09   12   21   25   33
01   09   13   16   30   05
01   09   13   22   29   14     Revancha
01   09   13   23   26   32
01   09   14   16   20   31
