          Pick 3 Dia   '2016-08-01'   ' 872'
          Pick 3 Dia   '2016-08-02'   ' 344'
          Pick 3 Dia   '2016-08-03'   ' 693'
          Pick 3 Dia   '2016-08-04'   ' 606'
          Pick 3 Dia   '2016-08-05'   ' 162'
          Pick 3 Dia   '2016-08-06'   ' 595'
          Pick 3 Dia   '2016-08-07'   ' 309'
          Pick 3 Dia   '2016-08-08'   ' 405'
          Pick 3 Dia   '2016-08-09'   ' 881'
          Pick 3 Dia   '2016-08-10'   ' 350'
          Pick 3 Dia   '2016-08-11'   ' 187'
          Pick 3 Dia   '2016-08-12'   ' 829'
          Pick 3 Dia   '2016-08-13'   ' 036'
          Pick 3 Dia   '2016-08-14'   ' 441'
          Pick 3 Dia   '2016-08-15'   ' 340'
          Pick 3 Dia   '2016-08-16'   ' 046'
          Pick 3 Dia   '2016-08-17'   ' 937'
          Pick 3 Dia   '2016-08-18'   ' 137'
          Pick 3 Dia   '2016-08-19'   ' 545'
          Pick 3 Dia   '2016-08-20'   ' 823'
          Pick 3 Dia   '2016-08-21'   ' 691'
          Pick 3 Dia   '2016-08-22'   ' 158'
          Pick 3 Dia   '2016-08-23'   ' 690'
          Pick 3 Dia   '2016-08-24'   ' 680'
          Pick 3 Dia   '2016-08-25'   ' 599'
          Pick 3 Dia   '2016-08-26'   ' 714'
          Pick 3 Dia   '2016-08-27'   ' 690'
          Pick 3 Dia   '2016-08-28'   ' 841'
          Pick 3 Dia   '2016-08-29'   ' 499'
          Pick 3 Dia   '2016-08-30'   ' 042'
          Pick 3 Dia   '2016-08-31'   ' 860'
          Pick 3 Dia   '2016-09-01'   ' 552'
          Pick 3 Dia   '2016-09-02'   ' 635'
          Pick 3 Dia   '2016-09-03'   ' 352'
          Pick 3 Dia   '2016-09-04'   ' 176'
          Pick 3 Dia   '2016-09-05'   ' 354'
          Pick 3 Dia   '2016-09-06'   ' 992'
          Pick 3 Dia   '2016-09-07'   ' 073'
          Pick 3 Dia   '2016-09-08'   ' 011'
          Pick 3 Dia   '2016-09-09'   ' 069'
          Pick 3 Dia   '2016-09-10'   ' 825'
          Pick 3 Dia   '2016-09-11'   ' 257'
          Pick 3 Dia   '2016-09-12'   ' 194'
          Pick 3 Dia   '2016-09-13'   ' 442'
          Pick 3 Dia   '2016-09-14'   ' 709'
          Pick 3 Dia   '2016-09-15'   ' 056'
          Pick 3 Dia   '2016-09-16'   ' 887'
          Pick 3 Dia   '2016-09-17'   ' 264'
          Pick 3 Dia   '2016-09-18'   ' 876'
