    Cafeterito Noche   '2013-02-07'   '9767'
    Cafeterito Noche   '2013-02-08'   '5411'
    Cafeterito Noche   '2013-02-09'   '2368'
    Cafeterito Noche   '2013-02-10'   '3410'
    Cafeterito Noche   '2013-02-11'   '2686'
    Cafeterito Noche   '2013-02-12'   '3647'
    Cafeterito Noche   '2013-02-13'   '8702'
    Cafeterito Noche   '2013-02-14'   '2588'
    Cafeterito Noche   '2013-02-15'   '0049'
    Cafeterito Noche   '2013-02-16'   '0608'
    Cafeterito Noche   '2013-02-17'   '3013'
    Cafeterito Noche   '2013-02-18'   '8898'
    Cafeterito Noche   '2013-02-19'   '5051'
    Cafeterito Noche   '2013-02-20'   '2825'
    Cafeterito Noche   '2013-02-21'   '5568'
    Cafeterito Noche   '2013-02-22'   '3122'
    Cafeterito Noche   '2013-02-23'   '1284'
    Cafeterito Noche   '2013-02-24'   '3702'
    Cafeterito Noche   '2013-02-25'   '8955'
    Cafeterito Noche   '2013-02-26'   '6375'
    Cafeterito Noche   '2013-02-27'   '9422'
    Cafeterito Noche   '2013-02-28'   '6874'
    Cafeterito Noche   '2013-03-01'   '5524'
    Cafeterito Noche   '2013-03-02'   '1529'
    Cafeterito Noche   '2013-03-03'   '8998'
    Cafeterito Noche   '2013-03-04'   '6071'
    Cafeterito Noche   '2013-03-05'   '9513'
    Cafeterito Noche   '2013-03-06'   '7193'
    Cafeterito Noche   '2013-03-07'   '8875'
    Cafeterito Noche   '2013-03-08'   '9652'
    Cafeterito Noche   '2013-03-09'   '8492'
    Cafeterito Noche   '2013-03-10'   '7237'
    Cafeterito Noche   '2013-03-11'   '4127'
    Cafeterito Noche   '2013-03-12'   '8168'
    Cafeterito Noche   '2013-03-13'   '8849'
    Cafeterito Noche   '2013-03-14'   '9048'
    Cafeterito Noche   '2013-03-15'   '7006'
    Cafeterito Noche   '2013-03-16'   '2243'
    Cafeterito Noche   '2013-03-17'   '8508'
    Cafeterito Noche   '2013-03-18'   '7676'
    Cafeterito Noche   '2013-03-19'   '2541'
    Cafeterito Noche   '2013-03-20'   '9258'
    Cafeterito Noche   '2013-03-21'   '0102'
    Cafeterito Noche   '2013-03-22'   '3241'
    Cafeterito Noche   '2013-03-23'   '9733'
    Cafeterito Noche   '2013-03-24'   '5307'
    Cafeterito Noche   '2013-03-25'   '5454'
    Cafeterito Noche   '2013-03-26'   '1308'
    Cafeterito Noche   '2013-03-27'   '4767'
    Cafeterito Noche   '2013-03-28'   '5246'
    Cafeterito Noche   '2013-03-29'   '1263'
    Cafeterito Noche   '2013-03-30'   '6647'
    Cafeterito Noche   '2013-03-31'   '9172'
    Cafeterito Noche   '2013-04-01'   '6133'
    Cafeterito Noche   '2013-04-02'   '4331'
    Cafeterito Noche   '2013-04-03'   '0335'
    Cafeterito Noche   '2013-04-04'   '0812'
