              Boyaca   '2013-01-05'   '3814'
              Boyaca   '2013-01-12'   '8974'
              Boyaca   '2013-01-19'   '1632'
              Boyaca   '2013-01-26'   '2663'
              Boyaca   '2013-02-02'   '4482'
              Boyaca   '2013-02-09'   '2392'
              Boyaca   '2013-02-16'   '1056'
              Boyaca   '2013-02-23'   '4130'
              Boyaca   '2013-03-02'   '4363'
              Boyaca   '2013-03-09'   '0525'
              Boyaca   '2013-03-16'   '2343'
              Boyaca   '2013-03-23'   '5655'
              Boyaca   '2013-03-30'   '5506'
              Boyaca   '2013-04-06'   '2278'
              Boyaca   '2013-04-13'   '1722'
              Boyaca   '2013-04-20'   '6059'
              Boyaca   '2013-04-27'   '9333'
              Boyaca   '2013-05-04'   '8634'
              Boyaca   '2013-05-11'   '0257'
              Boyaca   '2013-05-18'   '2362'
              Boyaca   '2013-05-25'   '2238'
              Boyaca   '2013-06-01'   '7407'
              Boyaca   '2013-06-08'   '6670'
              Boyaca   '2013-06-15'   '0115'
              Boyaca   '2013-06-22'   '6208'
              Boyaca   '2013-06-29'   '9464'
              Boyaca   '2013-07-06'   '8576'
              Boyaca   '2013-07-13'   '7672'
              Boyaca   '2013-07-20'   '9864'
              Boyaca   '2013-07-27'   '8248'
              Boyaca   '2013-08-03'   '6859'
              Boyaca   '2013-08-10'   '2729'
              Boyaca   '2013-08-17'   '8301'
              Boyaca   '2013-08-24'   '1451'
              Boyaca   '2013-08-31'   '8385'
              Boyaca   '2013-09-07'   '8013'
              Boyaca   '2013-09-14'   '6217'
              Boyaca   '2013-09-21'   '6128'
              Boyaca   '2013-09-28'   '4895'
              Boyaca   '2013-10-05'   '2940'
              Boyaca   '2013-10-12'   '7208'
              Boyaca   '2013-10-19'   '7141'
              Boyaca   '2013-10-26'   '1671'
              Boyaca   '2013-11-02'   '5843'
              Boyaca   '2013-11-09'   '8164'
              Boyaca   '2013-11-16'   '1872'
              Boyaca   '2013-11-23'   '8969'
              Boyaca   '2013-11-30'   '1288'
              Boyaca   '2013-12-07'   '7410'
              Boyaca   '2013-12-14'   '3135'
              Boyaca   '2013-12-21'   '5936'
              Boyaca   '2013-12-28'   '4396'
              Boyaca   '2014-01-04'   '1079'
              Boyaca   '2014-01-11'   '3683'
              Boyaca   '2014-01-18'   '5320'
              Boyaca   '2014-01-25'   '8960'
              Boyaca   '2014-02-01'   '7411'
              Boyaca   '2014-02-08'   '1139'
              Boyaca   '2014-02-15'   '9798'
              Boyaca   '2014-02-22'   '0976'
              Boyaca   '2014-03-01'   '6890'
              Boyaca   '2014-03-08'   '5227'
              Boyaca   '2014-03-15'   '4989'
              Boyaca   '2014-03-22'   '7936'
              Boyaca   '2014-03-29'   '8290'
              Boyaca   '2014-04-05'   '1498'
              Boyaca   '2014-04-12'   '9625'
            NOT FOR:   '2014-04-13'
            NOT FOR:   '2014-04-14'
            NOT FOR:   '2014-04-15'
            NOT FOR:   '2014-04-16'
            NOT FOR:   '2014-04-17'
            NOT FOR:   '2014-04-18'
            NOT FOR:   '2014-04-19'
            NOT FOR:   '2014-04-20'
            NOT FOR:   '2014-04-21'
            NOT FOR:   '2014-04-22'
            NOT FOR:   '2014-04-23'
            NOT FOR:   '2014-04-24'
            NOT FOR:   '2014-04-25'
              Boyaca   '2014-04-26'   '8503'
              Boyaca   '2014-05-03'   '7398'
              Boyaca   '2014-05-10'   '4511'
              Boyaca   '2014-05-17'   '6224'
              Boyaca   '2014-05-24'   '9241'
              Boyaca   '2014-05-31'   '9560'
              Boyaca   '2014-06-07'   '2378'
              Boyaca   '2014-06-14'   '3065'
              Boyaca   '2014-06-21'   '9338'
              Boyaca   '2014-06-28'   '8596'
              Boyaca   '2014-07-05'   '2137'
              Boyaca   '2014-07-12'   '2307'
              Boyaca   '2014-07-19'   '8368'
              Boyaca   '2014-07-26'   '7541'
              Boyaca   '2014-08-02'   '5319'
              Boyaca   '2014-08-09'   '9793'
              Boyaca   '2014-08-16'   '0541'
              Boyaca   '2014-08-23'   '3723'
              Boyaca   '2014-08-30'   '7405'
              Boyaca   '2014-09-06'   '7649'
              Boyaca   '2014-09-13'   '0004'
              Boyaca   '2014-09-20'   '8762'
              Boyaca   '2014-09-27'   '2599'
              Boyaca   '2014-10-04'   '2411'
              Boyaca   '2014-10-11'   '4224'
              Boyaca   '2014-10-18'   '1371'
              Boyaca   '2014-10-25'   '5564'
              Boyaca   '2014-11-01'   '6274'
              Boyaca   '2014-11-08'   '6556'
              Boyaca   '2014-11-15'   '4756'
              Boyaca   '2014-11-22'   '1936'
              Boyaca   '2014-11-29'   '8980'
              Boyaca   '2014-12-06'   '1671'
              Boyaca   '2014-12-13'   '5540'
              Boyaca   '2014-12-20'   '6455'
              Boyaca   '2014-12-27'   '6514'
              Boyaca   '2015-01-03'   '8446'
              Boyaca   '2015-01-10'   '4189'
              Boyaca   '2015-01-17'   '4671'
              Boyaca   '2015-01-24'   '8335'
              Boyaca   '2015-01-31'   '2813'
              Boyaca   '2015-02-07'   '7397'
              Boyaca   '2015-02-14'   '5632'
              Boyaca   '2015-02-21'   '3168'
              Boyaca   '2015-02-28'   '5484'
              Boyaca   '2015-03-07'   '3914'
              Boyaca   '2015-03-14'   '0156'
              Boyaca   '2015-03-21'   '0023'
              Boyaca   '2015-03-28'   '3258'
              Boyaca   '2015-04-04'   '7434'
              Boyaca   '2015-04-11'   '4341'
              Boyaca   '2015-04-18'   '9436'
              Boyaca   '2015-04-25'   '7618'
              Boyaca   '2015-05-02'   '5401'
              Boyaca   '2015-05-09'   '6197'
              Boyaca   '2015-05-16'   '5027'
              Boyaca   '2015-05-23'   '0458'
              Boyaca   '2015-05-30'   '8288'
              Boyaca   '2015-06-06'   '7136'
              Boyaca   '2015-06-13'   '8048'
              Boyaca   '2015-06-20'   '4872'
              Boyaca   '2015-06-27'   '4286'
              Boyaca   '2015-07-04'   '0472'
              Boyaca   '2015-07-11'   '4574'
              Boyaca   '2015-07-18'   '8876'
              Boyaca   '2015-07-25'   '7156'
              Boyaca   '2015-08-01'   '1624'
              Boyaca   '2015-08-08'   '5234'
              Boyaca   '2015-08-15'   '9921'
              Boyaca   '2015-08-22'   '2540'
              Boyaca   '2015-08-29'   '6232'
              Boyaca   '2015-09-05'   '0590'
              Boyaca   '2015-09-12'   '6924'
              Boyaca   '2015-09-19'   '9536'
              Boyaca   '2015-09-26'   '3273'
              Boyaca   '2015-10-03'   '3473'
              Boyaca   '2015-10-10'   '0435'
              Boyaca   '2015-10-17'   '6703'
              Boyaca   '2015-10-24'   '8815'
              Boyaca   '2015-10-31'   '8952'
              Boyaca   '2015-11-07'   '7169'
              Boyaca   '2015-11-14'   '3172'
              Boyaca   '2015-11-21'   '7897'
              Boyaca   '2015-11-28'   '8547'
              Boyaca   '2015-12-05'   '2288'
              Boyaca   '2015-12-12'   '2465'
              Boyaca   '2015-12-19'   '8141'
              Boyaca   '2015-12-26'   '9044'
              Boyaca   '2016-01-02'   '9272'
              Boyaca   '2016-01-09'   '3955'
              Boyaca   '2016-01-16'   '3073'
              Boyaca   '2016-01-23'   '7511'
              Boyaca   '2016-01-30'   '2849'
              Boyaca   '2016-02-06'   '4029'
              Boyaca   '2016-02-13'   '0645'
              Boyaca   '2016-02-20'   '7207'
