           Risaralda   '2013-01-04'   '1881'
           Risaralda   '2013-01-11'   '3044'
           Risaralda   '2013-01-18'   '2834'
           Risaralda   '2013-01-25'   '8651'
           Risaralda   '2013-02-01'   '5167'
           Risaralda   '2013-02-08'   '6498'
           Risaralda   '2013-02-15'   '5112'
           Risaralda   '2013-02-22'   '1956'
           Risaralda   '2013-03-01'   '5751'
           Risaralda   '2013-03-08'   '7595'
           Risaralda   '2013-03-15'   '1241'
           Risaralda   '2013-03-22'   '5414'
           Risaralda   '2013-03-30'   '7018'
           Risaralda   '2013-04-05'   '7742'
           Risaralda   '2013-04-12'   '2780'
           Risaralda   '2013-04-19'   '1659'
           Risaralda   '2013-04-26'   '3222'
           Risaralda   '2013-05-03'   '0134'
           Risaralda   '2013-05-10'   '5904'
           Risaralda   '2013-05-17'   '2337'
           Risaralda   '2013-05-24'   '3026'
           Risaralda   '2013-05-31'   '9435'
           Risaralda   '2013-06-07'   '9380'
           Risaralda   '2013-06-14'   '9687'
           Risaralda   '2013-06-21'   '4971'
           Risaralda   '2013-06-28'   '2059'
           Risaralda   '2013-07-05'   '3399'
           Risaralda   '2013-07-12'   '2006'
           Risaralda   '2013-07-19'   '2821'
           Risaralda   '2013-07-26'   '0011'
           Risaralda   '2013-08-02'   '6980'
           Risaralda   '2013-08-09'   '4119'
           Risaralda   '2013-08-16'   '0878'
           Risaralda   '2013-08-23'   '1804'
           Risaralda   '2013-08-30'   '3881'
           Risaralda   '2013-09-06'   '6918'
           Risaralda   '2013-09-13'   '5695'
           Risaralda   '2013-09-20'   '5263'
           Risaralda   '2013-09-27'   '0805'
           Risaralda   '2013-10-04'   '5711'
           Risaralda   '2013-10-11'   '5432'
           Risaralda   '2013-10-18'   '6257'
           Risaralda   '2013-10-25'   '7889'
           Risaralda   '2013-11-01'   '8922'
           Risaralda   '2013-11-08'   '6753'
           Risaralda   '2013-11-15'   '4691'
           Risaralda   '2013-11-22'   '5301'
           Risaralda   '2013-11-29'   '1870'
           Risaralda   '2013-12-06'   '1411'
           Risaralda   '2013-12-13'   '9634'
           Risaralda   '2013-12-20'   '3500'
           Risaralda   '2013-12-27'   '2628'
           Risaralda   '2014-01-03'   '3713'
           Risaralda   '2014-01-10'   '5047'
           Risaralda   '2014-01-17'   '9818'
           Risaralda   '2014-01-24'   '5015'
           Risaralda   '2014-01-31'   '5196'
           Risaralda   '2014-02-07'   '4173'
           Risaralda   '2014-02-14'   '7347'
           Risaralda   '2014-02-21'   '4245'
           Risaralda   '2014-02-28'   '4662'
           Risaralda   '2014-03-07'   '1991'
           Risaralda   '2014-03-14'   '7458'
           Risaralda   '2014-03-21'   '1928'
           Risaralda   '2014-03-28'   '1693'
           Risaralda   '2014-04-04'   '1938'
           Risaralda   '2014-04-11'   '7051'
           Risaralda   '2014-04-19'   '1844'
           Risaralda   '2014-04-25'   '2521'
           Risaralda   '2014-05-02'   '8540'
           Risaralda   '2014-05-09'   '5079'
           Risaralda   '2014-05-16'   '8659'
           Risaralda   '2014-05-23'   '9654'
           Risaralda   '2014-05-30'   '2634'
           Risaralda   '2014-06-06'   '5573'
           Risaralda   '2014-06-13'   '6514'
           Risaralda   '2014-06-20'   '1250'
           Risaralda   '2014-06-27'   '1232'
           Risaralda   '2014-07-04'   '3757'
           Risaralda   '2014-07-11'   '5409'
           Risaralda   '2014-07-18'   '0907'
           Risaralda   '2014-07-25'   '0831'
           Risaralda   '2014-08-01'   '9145'
           Risaralda   '2014-08-08'   '5882'
           Risaralda   '2014-08-15'   '1918'
           Risaralda   '2014-08-22'   '9854'
           Risaralda   '2014-08-29'   '8377'
           Risaralda   '2014-09-05'   '4906'
           Risaralda   '2014-09-12'   '0325'
           Risaralda   '2014-09-19'   '8981'
           Risaralda   '2014-09-26'   '3080'
           Risaralda   '2014-10-03'   '7627'
           Risaralda   '2014-10-10'   '1715'
           Risaralda   '2014-10-17'   '9902'
           Risaralda   '2014-10-24'   '1106'
           Risaralda   '2014-10-31'   '3046'
           Risaralda   '2014-11-07'   '6739'
           Risaralda   '2014-11-14'   '2074'
           Risaralda   '2014-11-21'   '6241'
           Risaralda   '2014-11-28'   '8338'
           Risaralda   '2014-12-05'   '1147'
           Risaralda   '2014-12-12'   '4255'
           Risaralda   '2014-12-19'   '8138'
           Risaralda   '2014-12-26'   '1994'
           Risaralda   '2015-01-02'   '2387'
           Risaralda   '2015-01-09'   '8169'
           Risaralda   '2015-01-16'   '4808'
           Risaralda   '2015-01-23'   '5764'
           Risaralda   '2015-01-30'   '6543'
           Risaralda   '2015-02-06'   '3642'
           Risaralda   '2015-02-13'   '6538'
           Risaralda   '2015-02-20'   '1819'
           Risaralda   '2015-02-27'   '6310'
           Risaralda   '2015-03-06'   '5183'
           Risaralda   '2015-03-13'   '7933'
           Risaralda   '2015-03-20'   '6435'
           Risaralda   '2015-03-27'   '4612'
           Risaralda   '2015-04-04'   '9725'
           Risaralda   '2015-04-10'   '4018'
           Risaralda   '2015-04-17'   '2200'
           Risaralda   '2015-04-24'   '0826'
           Risaralda   '2015-05-02'   '9517'
           Risaralda   '2015-05-08'   '1037'
           Risaralda   '2015-05-15'   '1373'
           Risaralda   '2015-05-22'   '1277'
           Risaralda   '2015-05-29'   '4682'
           Risaralda   '2015-06-05'   '7069'
           Risaralda   '2015-06-12'   '7997'
           Risaralda   '2015-06-19'   '9821'
           Risaralda   '2015-06-26'   '6634'
           Risaralda   '2015-07-03'   '5019'
           Risaralda   '2015-07-10'   '7986'
           Risaralda   '2015-07-17'   '5423'
           Risaralda   '2015-07-24'   '9929'
           Risaralda   '2015-07-31'   '0118'
           Risaralda   '2015-08-08'   '3076'
           Risaralda   '2015-08-14'   '9830'
           Risaralda   '2015-08-21'   '7652'
           Risaralda   '2015-08-28'   '2215'
           Risaralda   '2015-09-04'   '4038'
           Risaralda   '2015-09-11'   '6052'
           Risaralda   '2015-09-18'   '4796'
           Risaralda   '2015-09-25'   '3126'
           Risaralda   '2015-10-02'   '3618'
           Risaralda   '2015-10-09'   '0571'
           Risaralda   '2015-10-16'   '9299'
           Risaralda   '2015-10-23'   '5326'
           Risaralda   '2015-10-30'   '1716'
           Risaralda   '2015-11-06'   '6975'
           Risaralda   '2015-11-13'   '0611'
           Risaralda   '2015-11-20'   '3923'
           Risaralda   '2015-11-27'   '9486'
           Risaralda   '2015-12-04'   '1140'
           Risaralda   '2015-12-11'   '8070'
           Risaralda   '2015-12-18'   '8730'
           Risaralda   '2015-12-24'   '2336'
            NOT FOR:   '2015-12-25'
            NOT FOR:   '2015-12-26'
            NOT FOR:   '2015-12-27'
            NOT FOR:   '2015-12-28'
            NOT FOR:   '2015-12-29'
            NOT FOR:   '2015-12-30'
            NOT FOR:   '2015-12-31'
            NOT FOR:   '2016-01-01'
            NOT FOR:   '2016-01-02'
            NOT FOR:   '2016-01-03'
            NOT FOR:   '2016-01-04'
            NOT FOR:   '2016-01-05'
            NOT FOR:   '2016-01-06'
            NOT FOR:   '2016-01-07'
           Risaralda   '2016-01-08'   '8543'
           Risaralda   '2016-01-15'   '5360'
           Risaralda   '2016-01-22'   '2008'
           Risaralda   '2016-01-29'   '1703'
           Risaralda   '2016-02-05'   '1140'
           Risaralda   '2016-02-12'   '6491'
           Risaralda   '2016-02-19'   '2025'
           Risaralda   '2016-02-26'   '7412'
           Risaralda   '2016-03-04'   '0155'
           Risaralda   '2016-03-11'   '7583'
           Risaralda   '2016-03-18'   '8084'
           Risaralda   '2016-03-26'   '9429'
           Risaralda   '2016-04-01'   '4038'
           Risaralda   '2016-04-08'   '5196'
           Risaralda   '2016-04-15'   '7634'
           Risaralda   '2016-04-22'   '3508'
           Risaralda   '2016-04-29'   '3144'
           Risaralda   '2016-05-06'   '4258'
           Risaralda   '2016-05-13'   '9145'
           Risaralda   '2016-05-20'   '3585'
           Risaralda   '2016-05-27'   '7172'
           Risaralda   '2016-06-03'   '3661'
           Risaralda   '2016-06-10'   '9168'
           Risaralda   '2016-06-17'   '3108'
           Risaralda   '2016-06-24'   '6061'
           Risaralda   '2016-07-01'   '6365'
           Risaralda   '2016-07-08'   '5813'
           Risaralda   '2016-07-15'   '8937'
           Risaralda   '2016-07-22'   '9582'
           Risaralda   '2016-07-29'   '6037'
           Risaralda   '2016-08-05'   '6304'
           Risaralda   '2016-08-12'   '5833'
           Risaralda   '2016-08-19'   '3813'
           Risaralda   '2016-08-26'   '2012'
           Risaralda   '2016-09-02'   '0833'
           Risaralda   '2016-09-09'   '5051'
           Risaralda   '2016-09-16'   '4124'
           Risaralda   '2016-09-23'   '3195'
           Risaralda   '2016-09-30'   '6672'
           Risaralda   '2016-10-07'   '9960'
           Risaralda   '2016-10-14'   '7950'
           Risaralda   '2016-10-21'   '4857'
           Risaralda   '2016-10-28'   '9864'
           Risaralda   '2016-11-04'   '9487'
           Risaralda   '2016-11-11'   '6833'
           Risaralda   '2016-11-18'   '0210'
           Risaralda   '2016-11-25'   '8138'
           Risaralda   '2016-12-02'   '3993'
           Risaralda   '2016-12-09'   '3686'
           Risaralda   '2016-12-16'   '8899'
           Risaralda   '2016-12-23'   '7655'
           Risaralda   '2016-12-30'   '0636'
           Risaralda   '2017-01-06'   '2194'
           Risaralda   '2017-01-13'   '2575'
           Risaralda   '2017-01-20'   '5402'
           Risaralda   '2017-01-27'   '6191'
           Risaralda   '2017-02-03'   '8047'
           Risaralda   '2017-02-10'   '9341'
           Risaralda   '2017-02-17'   '1976'
           Risaralda   '2017-02-24'   '4630'
           Risaralda   '2017-03-03'   '4426'
           Risaralda   '2017-03-10'   '6160'
           Risaralda   '2017-03-17'   '4092'
           Risaralda   '2017-03-24'   '7818'
           Risaralda   '2017-03-31'   '2375'
           Risaralda   '2017-04-07'   '5032'
           Risaralda   '2017-04-15'   '4265'
           Risaralda   '2017-04-21'   '2052'
           Risaralda   '2017-04-28'   '0537'
           Risaralda   '2017-05-05'   '5132'
           Risaralda   '2017-05-12'   '9262'
           Risaralda   '2017-05-19'   '4830'
           Risaralda   '2017-05-26'   '5041'
           Risaralda   '2017-06-02'   '2835'
           Risaralda   '2017-06-09'   '3894'
           Risaralda   '2017-06-16'   '0514'
           Risaralda   '2017-06-23'   '8765'
           Risaralda   '2017-06-30'   '0258'
           Risaralda   '2017-07-07'   '2529'
           Risaralda   '2017-07-14'   '1425'
           Risaralda   '2017-07-21'   '5826'
           Risaralda   '2017-07-28'   '9995'
           Risaralda   '2017-08-04'   '2916'
           Risaralda   '2017-08-11'   '2000'
           Risaralda   '2017-08-18'   '2243'
           Risaralda   '2017-08-25'   '5787'
           Risaralda   '2017-09-01'   '5504'
           Risaralda   '2017-09-08'   '0172'
           Risaralda   '2017-09-15'   '4879'
           Risaralda   '2017-09-22'   '7085'
           Risaralda   '2017-09-29'   '1881'
           Risaralda   '2017-10-06'   '3786'
           Risaralda   '2017-10-13'   '9265'
